tweet,label_emotion,label_sentimen,label_hate
terima kasih kak cantik lukis digital kakak dinda juga ya,happy,positif,0
kalau konteks suka itu masih bisa pakai alas kayak ya saya suka dia karena dia ganteng tapi kalau dalam konteks sayang gaperlu pakai alas lagi apa yang laku itu yang ngebuat kita jatuh cinta sama mereka tanpa alas titik pun,love,positif,0
oh kira beli wkwk maksud itu ongkos gojek yhaa aduuu cian tidak apa lah buat sendiri daripada sudah beli buat orang lain eh tidak makan kalau tidak dikasihin lagi ke orang bagus mandiri daripada sudah lama sendiri tetap manja,happy,positif,0
ketika jempol imut ini sudah etik isi hati yang lagi gundah gulana ini kita pikir untung nya apa ya keluar unekunek di media sosial ada juga semua makhluk media sosial tahu aibaib yang hanya untuk konsumsi sendiri nd bahkan kita diketawain sok pikir lagi,sadness,netral,0
turut koalisi keummatan hanya main elite partai sajarakyat akar rumput sudah tahu siapa pimpin yang akan mereka pilih di pilih pasti yang jujur dan hanya tahu kerja kerja kerja,happy,positif,0
di hari batas ini apa yang kamu ajar deras harus kita hadap tidak mudah jalan cerita ini di hari batas ini ambil semangat hati semua yang kamu percaya tuntun langkah pulang di sini,sadness,netral,0
kalau di pilih kepala daerah saja photo panas bisa sebab orang undur diri maka tentu di indonesia idol juga wajib mundur apalagi ini dalam bentuk video,anger,negatif,1
huhahiheho mas dongho happy birthday sayang pokok saya sayang sama kamu perkara tuhan mengijinkan atau tidak itu urus belakang moga kamu bahagia terus ya mas sehat terus bahagia terus biar aku juga ikut bahagia,happy,positif,0
masuk bulan pertama mensive aku sama dia tetap masih baik saja tidak ada uang masalah sedikit pun selain baik ramah perhati dia juga orang yang erti banget tidak banyak tuntut ini itu ke aku itu yang bikin aku sayang banget sama dia,love,positif,0
selamat siang sahabat pos kirim sebut sudah terima ya sahabat terima kasih telah percaya dan guna layan kami fd,happy,positif,0
ngbrol masalah gaji atas saya waktu itu gimana sih andre detail gaji yang di jelas pak saya tidak tahu pak saya tanya gaji saja bahkan di marah atas saya saya savage langsung ada backsound mobile legend,sadness,netral,0
ceri sama temanteman baru itu sangat mengasikkan keluargabaru salam kayuh sepeda republiksepeda mtbindo bikestable gowesnusantara gowesholic,happy,positif,0
dari dulu hingga sekarang bagaimana biasa tiap kali pasuk bulan ramadan giat pariwisata di indonesia asa agak lesu apakah anda ras hal ini jumlah jalan wisatawan nusantara di tanah air cenderung alami turun viwihotdealsformiddleeast,sadness,netral,0
saat itu kami selalu optimis akan bisa saing dengan tim mana lihat siap dan panjang jalan yang sudah kami lalu lebih lihat hasil tanding hari pertama dan dua yang baru saja kami jalan,happy,positif,0
esok pagi aku tanya sama bapak dan emak apa tadi malam nyala televisi eh nyata tidak ada yang tahu siapa yang nyala itu televisi iihhh aku jadi pikir yang nggaknggak aku pikir kalau itu pasti genderuwo yang nyala itu televisi iihhhserem,fear,negatif,0
sial tertawa daripada kamu galau we he kamu memang sudah dari sana stres div,sadness,netral,0
jadi kalau misal gagal di tinggi badan tetap bisa dialihin ke program studi lain mohon jelas soal degdegan dari kemarin tertawa,fear,negatif,0
nyata black kampanye itu ada dan jadi di negeri ini miris sekaligus ngeri bila oleh jabat hasil dari fitnah dan bohong,fear,negatif,0
moga allah rida niat kita ya sayang mudah di gampang lancar selaha niat baik kamu ya sayang saat nant tiba jadi sabar ber istiar lah amin ya allah alamin,love,positif,0
saya mau cerita kalau dia ini bisa akrab juga sama susin yang cuma bulan saja kerja kayak itu sudah akrab banget kayak teman sekolah saja dan saat itu saya tahu bagaimana kpribadian susin benar sih di ini kalau saya perhtiin ngeri juga ya kalau ajak obrol,fear,negatif,0
character developmentnya sih aku paling suka walaupun emang film pertama agak apa sih dan ostnya bagus semua enggak paham,happy,positif,0
jadi hari sendiri di rumah lagi dengar lagu pakai speaker eh tiba tiba mati sendiri padahal pakai sambil di charge dan biasa kalau kalau juga ada tanda gitu kan ya seram deh abistu ingat film sabrina itu lalu ada yang bilang begini,fear,negatif,0
apa beda diri yang selalu diam lama pergi jauh dan abai saat masalah datang dengan nyata ku yang akhir thinkifyouhavebrain,sadness,netral,0
ya bagaimana sih yang awal tidak suka tapi kalau diperjuangin terus jadi agak suka begitu arti dia benar ya tapi kalau sudah diperjuangin jangan kurang ajar sudah diperjuangin eh bahkan pasif kasihan yang merjuangin itu,anger,negatif,1
bunga mawar pun milik duri jikalau memang kita ingin mungkin akan kena sedikit gores pada kulit begitu juga hidup ini kadang kita harus rasa perih atau luka untuk nikmat bahagia dalam jar,sadness,netral,0
sianjiirrrdemen banget bikin kontroversi,anger,negatif,1
tungkai itu gemetar bukan main duduk hatihati jangan sampai peluh jatuh hadap dengan atas satu kelompok mafia buat dia hampir gila,fear,negatif,0
selamat hari tetas tahu bulat versi korea kuhhh exols sayang kamuuuuuuuuuu lebih dari yang kamu tahu hu tahu bulat,love,positif,0
modal haha bareng saja bisa jatuh cinta nyaman bisa datang dari hal yang receh itu,love,positif,0
jika rindu adalah penjara mengapa aku masih betah dekam di dalam coba kata bagaimana cara agar bebas dari kata yang rupa kutu itu buru dan terus laju di tiap degub jantung,love,positif,0
barang kirim saya nomor resi kok belum antar ya padahal tanggal jam waktu indonesia bagi barat sudah di angke masih pagi tapi kok tidak terus ke alamat tuju,anger,negatif,1
alhamdulillah kakak sama teteh baikkkkk banget mereka sayang banget sama aku ya allah jadi kangen teteh aku suka banget manja aku kalau kakak aku suka banget belanjain aku padahal aku tidak minta pokok aku sayang banget sama mereka,love,positif,0
ayo kita siap untuk berihtikaf di malam tiga terakhirmudahan kita dapat malam bulan karena tahun depan belum tentu ketemu lagi dengan bulan yang penuh maghfiroh,happy,positif,0
kalau aku bilang sayang sama kamu tanda aku bohong sama kamu kalau aku benar sayang aku pasti nikah kamu makanya aku mau nikah kamu,love,positif,0
cewek suka bola itu mata cowok cantik tambah biarpun mata panda,love,positif,0
aku hamil sama abang masa hamil sama setan aku hamil sama abang masa hamil sama siluman dan playlist ini nyata sering puter di radio mobil tiap pagi berangkat school tertawa hamilsamasetan,happy,positif,0
dear kena jadi ini saya mohon kau untuk ambil tindak tegas saya selalu guna jasa kakak hampir tiap bulan gambir semarang semarang gambir memohin dengan sangat baik bapak ini tunggu di bawah dan izin kan tumpang yang turun dulu,anger,negatif,1
sering jadi bahan diskusi kita mlht kondisi indonesia beberapa tahun akhir ini utamanyasbg warga negara yang peduli hadap situasi yang dirasakn kalau mlht latar belakang pdidikn saya bapak akan tahu saudari,anger,negatif,1
sayang banget bangga banget besok gilir saya yang pamer ijazah kelulus ya dan bangga kalian walau tidak cara langsung sukses terus ya masmas ayo juang bareng,love,positif,0
hari ini ibu sudah usia tahun ulang tahun ke tanpa ada kue drku dan aku di dktnya qyara kamu tahu begitu ingin aku selalu ada di tiap momen dalam hidup betapa aku ingin hadir dalam segala hal yang senang dalam hidup tapi tidak bisa laku itu sayang,sadness,netral,0
bagai cewek saya salut banget sama via vallen ini buat kita para cewek tindak leceh ini macam aib yang tidak ingin orang tahu tapi dia berani itu kenapa saya sangat emosi baca komen yang hujat dia sama cewek bukan saling kuat bahkan jatuh sok sad,anger,negatif,1
aku rasa hidup tanpa jiwa orang yang miskin atau kayak sama ganas hadap harta bagai binatang di dalam rimba nocturno falsong,sadness,netral,0
dan gitar yang pinjam teman belum kembali kata aku balikinnya pas kamu pulang tapi kita harus buka sama ini orang mau kembali barang saya tapi bahkan ajak buka sama sekali,sadness,netral,0
itu kenapa saya lebih sayang internet friends mereka yang lebih peduli bahkan mereka yang selalu cheer up pas saya down keti mereka yang bikin suasana hati saya bangkit mereka yang bisa bikin saya tertawa cuma lewat layar handphone i do not deserve them but i cinta them sama,love,positif,0
dia itu beda dia yang ngenalin semua hal yang tidak pernah saya tahu belum dia yang tidak pernah tunjuk apa apa di media sosial dia yang ajar saya buat cinta sama alam makanya saya tidak bisa pindah on sampai sekarang hes the one,love,positif,0
ketika kamu punya trust issues lebih hadap sesuatu yang bau cinta dan akhir cinta life kamu tidak pernah jalan mulus karena hanya penuh dengan tidak percaya,fear,negatif,0
lama mereka di dlem kamar aku suruh pacar bawa tmennya yang bisa urus dengan hal ghaib juga itu lama di dlem kamar yang aku dengar itu cinta teriak tertawa kunti dan erang keras gitu itu langsung hampir jam mentwit,fear,negatif,0
aku tadi tidak mau baca belum beres skripsi tertawa padahal pas bedah buku catat juang aku datang sudah fix banget ini semhas habis libur lebaran huhu pasti itu sudah waktu yang tepat,sadness,netral,0
baby kamu came cape ya sayang sedikit tapi tidak banding kalau hilang kamu flat face cium dulu dong,love,positif,0
nyante dulu seruput kopi biar tambah bijak,happy,positif,0
mari kita marak ramadan adalah bulan milad al alquran karena kita tidak tahu pasti kapan mulai turun wahyu yang bawa oleh malaikat untuk sampai kepada nabi muhammad saw,happy,positif,0
tapi kadang asa dilema ibarat orang yang meni lalu hadap kdrt tentu ada trauma besar ketika hendak mulai hubung baru begitu juga aku aku jadi rendah diri dan trauma cari kerja baru mental sudah jatuh aku hari ini tidak lebih dari loser,fear,negatif,0
gp sudah hitam manis laku pula dari pada cuma aku pacar orang iya,happy,positif,0
hari yang lalu saya pernah dapat begini dekat cuma kamu argo ribu bayar ribu mau cancel kasihan sudah tunggu lama kata tidak ada yang mau lah iya tidak ada yang mau driver nya kalau kayak begini rekan nya,anger,negatif,1
biasa marketing itu yang kejar cust ya tapi saya balik lhooo saya yang kejar cust muluusampe kadang cari cara gimana ini cara tolak,sadness,netral,0
sayang kamu selalu karena enggak dda yang bisa ganti kamu walaupun kamu bukan milik saya lagi saya kan tetap sayang sama kamu saya lebih sayang sama kamu dibandingin rsa sayang saya ke cowok saya,love,positif,0
sambut cinta duhai sayang cinta kita untuk lama biar sentuh hati ini sendiri selamat malam wanita akhir tidak mungkin kan temu indah ini sampai bila ku harus nanti untuk kamu jadi milik ku,love,positif,0
tapi tentu cara ini bekas ada halhal yang sayang tidak elak bekas itu panas banget bekas kalau akhir pekan soremalam itu macet banget tapi hal sebut bisa diatasin sih kalau panas ya pakai ac ngindarin macet dengan rencana jadwal keluar rumah,anger,negatif,1
saya aju paylater namun tolak dengan alas yang kurang rinci apa bisa bantu alas lebih pasti saya rasa foto kartu tanda duduk dan informasi yang saya ikan sudah cukup jelas kriteria seperti apa yang ingin traveloka,anger,negatif,1
kemarin listrik kami segel karena lambat bayar saat itu juga kami laku lunas dan telah lapor mll call center namun progress lapor sangat lamban,anger,negatif,1
kurang jelas karena ku molor paman tapi seperti itu pas puter balik dan sih motor langsung masuk jalur busway jangan ikut begitu ya pelisss saya horor lihat,fear,negatif,0
sedih ya di instagram banya yang hate komen ke via vallen mungkin belum pernah rasa sakit sexual harasmen even itu bukan kontak fisik saya bayang diri saya sendiri nilai begitu rendah saja ingin ngaplok orang to be true saja,sadness,netral,0
ku setia pada yang orang iaitu kamu malam romantis kakak na dan aku pegang pada jnjiku ini yang ku ingin shidup mati dgnmu allah maha mengatahui doa yang baik dan yakin pada doa kte ble deh krje jauh dari dia ku harap kamu paham satunye yang ku sayang adalah kamu malam romantis kakak na trust me,love,positif,0
saya sayang mereka ya allah i want them to be happy in their entire life ingin mereka sukses dapat jodoh yang baik punya rumah tangga yang langgeng punya anak yang lucu saya selalu doa moga kita tetap bareng sampai sudah besar jadi ibuibu sampai nenek nenek,love,positif,0
tidak tahu kenapa deh nyaman saja sama dia tidak kayak yang lain dari segi bahas dan lain pokok tidak buat bosan padahal aku itu bosenan orang dan aku itu orang susah marah kalau sayang hem ah,love,positif,0
hmmtapi kok ada yang ngganjel ya di bawah menara tegang tinggi ini kira nanti kasih kam apa karena saya lihat ada buat jalan tuju menara ini,anger,negatif,1
cinta hadap negara rupa bentuk bela tanah air jadi pahlawan untuk negara dalam bentuk manifestasi harga tamu negara yang sedang di undang negara kita,love,positif,0
di instagram post foto melulu bilang norak post tulis bilang galau melulu tapi di save buat whatsapp cerita kalau lagi marah sama orang yang suka sak ro lalu on the way sedang di jalan mbalang anda anda kalem,sadness,netral,0
coba cari terus siapa tahu ada yang cebur jatuh atau perangkap di dalam aku karena gua gelap banjir jadi licin bisa saja kepleset,fear,negatif,0
suka sama cewek beda kelas dong saya di kelas a waktu itu dan sih cewek c kalau tidak lupa untuk kamu cinta pertama,love,positif,0
masih galau juga sih tapi solusi utama ku sih bikin target rencana mau sedang apa saja di umur sekian terus fokus pada usaha untuk capai itu biar tidak terus pikir problem quarter life crisis,sadness,netral,0
tidak papa miss kami exols akan tetap tunggu kami pasti tahu susah payah nya buat datang exo semagat miss fighting aeris ada lain waktu dan kita bakalam ketemu uri exo jangan sedih lagi,happy,positif,0
bulan cintars sedih banget dong sudah seperti cinta segienam banyak yang matek harap sih ini nikah sama sih ini bahkan nikah sama sih itu sad akhir pula,sadness,netral,0
ada di beberapa tempat sudah sedia tmp contoh pasar gembrong tetap saja yang pakai trotoar kami harga dagang tapi negeri ini juga punya atur agar semua happy,anger,negatif,1
insyaallah kalau aku ada rezeki bisa foto bareng tom aku tidak bakal kasih atur ini itu ina inu ribet aku post kesini bukan buat pamer tapi bagi bahagia jadi croplah muka aku suka hati anda,happy,positif,0
tanggap aku cinta kamu apa ada eak apa ya aku erti tiap sisi diri karena kita kembaranaku erti kalau kamu orang hitung organized kita sama tidak pikir penampilam dan pasang tapi di sisi lain juga perfectionist ya pokok i feel kamu,love,positif,0
kasih sayang rupa suatu anugerah besar dalam hidup lebih lagi jika anda telah milik orang yang mau beri dengan ikhlas dan tulus pada diri anda,love,positif,0
uns universitas negeri surakarta yang daftar kampus cuma butuh kamu yang terima selamat sudah kalah sekian ribu orang,happy,positif,0
benar sepi itu tidak ada yang ada hanya kondisi lupa lupa bahwa tuhan selalu sama,sadness,netral,0
terus emak saya taksir semua sama baju yang saya beli dong terus ini beliau ingin gamis yang dari hasil saya blusuk satu tengah jam cuma dapat itu lalu besok beliau minta belikan,sadness,netral,0
selamat sore kakak gervan jangan lupa makan sore ya sayang jangan sampai capai juga kamu aku sayang kamu,love,positif,0
kemarin sudah jalan mau pergi ke kampus tiba sakit perut bulan pulang deh daripada gagal fokus to kan nyata sudah penuh saja tapi sakit tidak parah kayak biasa gara itu mungkin hari ini masih agak nyeri saja plus serang grogi untuk agenda besok gatenang euy,fear,negatif,0
sukses tim ombudsman ri dalam segala hal dan mohon benar fakta tindak lanjut dengan serius dalam tempo singkat serta tidak jadi banyak masalah buat tunggu lama sehingga olah mirip dengan tunda laru,fear,negatif,0
tiap kali kamu senyum pada hati lambung tinggi dan mata mulai bingung aku cinta kamu juga buah kalimat yang ingin aku dengar keluar dari bibir di,love,positif,0
kalau belum kenal ayo terus ajak tmuan gilir sudah kenal puas tinggal lagi saja nanti kalau lagi butuh nongol lagi aduh kamu kira saya boneka suka hati kamu,anger,negatif,1
apa aku tidak repot sensei tanya khawatir hifumi pun ambil sandal lalu maka masih sedikit besar tapi tidak apa tuh hanya sandal rumah,fear,negatif,0
ygl aku takut asa ini makin dalam jika kita terus sama lebih semenjak aku tahu ada hati lain yang tunggu juga hyung aku makin takut,fear,negatif,0
tidak tahu dia bicara apa pokok aku sayang longguo,love,positif,0
jam pagi baru balik dari lokasi dan pagi langsung kerja begini di kantorbener karyawan dedikasi tinggi,sadness,netral,0
tapi itu takut oi sumpah benar sampai paralyzed gemeteran tidak bisa kenapa sedang apa dan tidak bisa pikir teman teman aku pada bilang kenapa kamu galar lari anjing bahkan diam di situ aku kalau jadi kamu sudah lari sudah well i would said the sama thing if i were kamu tapi kamu tidak tahu rasa,fear,negatif,0
rupiah hai ele maaf ya aku tidak romantis aku cuma mau ungkap asa aku kalau aku itu tarik sama kamu aku sayang sama kamu aku cinta sama kamu aku mau serius dengan asa aku sudah tidak usah panjang ele will kamu be milik,love,positif,0
enggaaaaaaa karena sayang itu tidak pandang umur karena aku akan bucinin pasang aku jadi mau tua atau muda nya dia akan aku ikut terussd,love,positif,0
uang itu ikut program bukan balik ada usul program ada uang di sini lain plot uang dulu baru susun program jadi ya begini uang banyak tapi bangun tidak sentuh,anger,negatif,1
senang besdey pappa allello condropramonozld panjang umur sehat sentosa banyak rezeki makin saleh amin ya rabi pappayearsold malang,happy,positif,0
jadi malam ini pulang jam langsung ganti baju terus mau cuci muka pas baru selesai cuci muka di kmd pas lagi handukin muka tiba tiba ada suara tolong di belakang aku persis ini sudah jadi beberapa kali sesring itu kirakira ada apa ya seram banget lama lama ganggu juga,fear,negatif,0
malam super random banget beli tiket ke makassar padahal habis beli tiket baru pikir mau sedang apa ya di makassar kangen jalan serandom dulu lagi,happy,positif,0
tolong ya tinjau ulang sama tim nya kalau benar mau undang dia ini sudah masuk sexual harassment mohon bijak ulang terima kasih,anger,negatif,1
seru banget jadi manusia banyak hubung sama manusia yang lain seru sih seru tapi kadang ngebingungin juga atau jadi tidak enak atau bahkan atau atau ya tapi mau bagaimana lebih ngontrol tidak baik lepas tangan tidak benar sembunyi apalagi yaudahh jalan one step at a time saja,fear,negatif,0
sayangkuuuu manusia normal disiniiii terima kasih banyak atas ucap terima kasih ya dulu mau bange gabung di sini padahal oa ecek ecek pokok aku sayang banget i love kamu,love,positif,0
tapi walaupun dia buka sekolah isi video ignya itu tahu buat modelling semua wonder hasnt she think about all the profesional model that could look into her profil instead dan stole all the knowledge memang beda lah ya kalau orang humble,happy,positif,0
dengan apa harus minta syafaat ya sayyidi ya rasullullah jika dengan cintaaku akan cinta layak kamu cinta dengan apa harus cari ridhamu ya sayyidi ya rasullullah jika dengan akhlaqaku akan jaga budi pekerti layak kamu budi pekerti hadap umat,love,positif,0
ketika yang nge catfish in kamu adalah ibu kamu sendiri foto wa dia tidak pernah pakai foto sendiri selalu pakai foto saya banyak klien dia yang tiba ganjen tiba ajak ketemu lah padahal saya nya saja boro ada yang modusin,anger,negatif,1
masih temu harimau jawa di kampung halaman saya saksi percaya dengan makin turun jumlah makan kijang yang banyak buru juga milik senapan saya kuatir lambat laun akan gesek dengan manusia,fear,negatif,0
bahkan tertawa lagi padahal sini yang buat sambil mewek tahu sendiri kan saya kalau sudah sayang sama orang itu bagaimana walaupun cuma bisa sama bayangbayangnya saja tertawa,love,positif,0
aku tidak tahu aku ingin jaga supaya cukup biaya hidup tapi aku sudah pada batas ku dan aku juga punya butuh turut ku gaya hidup tinggi tidak harus aku takut ingat,sadness,netral,0
program anak paling gari ramah anak recomended layak tonton admin syukur data tunjuk anak umur tahun suka tonton ini itu arti generasi muda masih ada harap bagus job,happy,positif,0
ok jam tanggal juli fix saya rasa yang aneh dan rasa kamu sudah ubah dari biasa obayk saya understand,sadness,netral,0
pas cerita ke pak puh bapak sepuhmasnya bapak yang emang bisa lihat beliau langsung ikut ke indekos pas lihat nyata memang ada nongkrongnya di depan gudang tapi tidak bilang wujud gimana hem,sadness,netral,0
saya pun juga maki sama perempuan putus rantai akan julit memang susah owislah ibarate sego uwis dadi bubur flying uang uang,sadness,netral,0
aww terima kasih kamu ainin sayang amin moga moga mudah i love kamu even more haha okey ill change right now hehe terima kasih yiu againss,love,positif,0
yang pada menang motor begitu emang gapada takut tiba tiba bawa motor jadi tidak fokus dan bahkan jatuh atau tabrak ya aku pernah menang motor tapi tidak histeris dan bahkan pikir seram saja sebentar tiba tiba aku tabrak gara gara tidak fokus setir drama emang,fear,negatif,0
celaka kamar hotel dan tiket yang tidak jual sebut kandung fixed cost yang relatif sama untuk airlines pesawat akan habis bahan bakar yang hampir sama baik kursi di pesawat sebut kosong isi tumpang viwihotdealsformiddleeast,fear,negatif,0
moga mama bapa rusing teman teman di lombok semua baik baik saja dan tidak ada gempa susul moga yang ada di rinjani lekas di evakuasi prayforlombok,sadness,netral,0
askmf teman teman ada yang nyilet tangan sendiri aku takut dia lagi depresi atau macam aku bagai teman harus bagaimana ya tapi kita beda kota sekarang apa aku kasih tahu orang tua tapi tidak enak juga huhu,fear,negatif,0
aku bingung kok dia tiba tiba diam tidak panggil aku dan tanya lagi nah tidak dengar benar kok nafas anteng banget eh nyata sudah buat nyaman sama bantal guling dan kasur,sadness,netral,0
mau banget disposable cameranya karena emang dari dulu ingin punya saja tapi belum sempat karena sayang uang,sadness,netral,0
satu lagi pilih meni tidak ada daftar pilih tertawa jadi inti saya ingin bebas pikir saya pilih hidup saya tanpa intervensi dari pihak mana,happy,positif,0
cinta mulai tutup logika dan tiup sukma ke dalam hati sehingga apa yang kamu laku adalah sempurna bagi sampai aku tidak temu ganjil dalam diri,love,positif,0
aku bisa rasa kok ekspresi kamu waktu aku mau beli toner kamu takut wajah aku tambah parah ya padahal aku sudah rasa lebih baik banget sejak pakai skincare,fear,negatif,0
marbut masjid semester akhir sahuuuur sahuuur sahuuuuur buru sahurwoy skripsi itu dilanjutin jangan diliatliatin saja niat lulus tidak via vallen melulu sial kamu pada ah,anger,negatif,1
saya yang pagi mau taruh baju ke cuci dan lihat kepala bayi nongol dari pintu gudang ini kayak saya lantur habis saya takut banget waktu itu,fear,negatif,0
bajar demi orangtuamu kalian tahu orang tua kalian telah banting tulang untuk kita panas ke panas hujan,anger,negatif,1
obral pada tidak punya pacar semua ini dua depan baru pada putus satu belakang sudah tidak tahu dari kapan jomblonya dengan dan satu lagi kata tidak mau di mantion,sadness,netral,0
kenapa yaslalu z obat yang urgent di hapus badan selenggara jamin sosial ada ganti kalau ada sih gppjgn kr alas rugi terus abatyg perlu hapus,anger,negatif,1
spesial terima kasih for kamu masih tetap anggap ku bagai adik tidak pernah sekalipun sakit ku masih harga ku dengan apa yang ku laku,happy,positif,0
aku mulai takut hadap hari seperti siksa dadak aku takut dia tidak kembali,fear,negatif,0
cuma mau tunjuk ini kak kalau lini masa aku yang begini kamu sama sama mereka yang gugah isuisu busuk politik ada aku bisa bilang apa lagi,anger,negatif,1
peluk adik sayang yang sabar ya adik lagi hamil kan jangan emosi melulu bahaya lah buat kandung adik kan vian sudah bilang juga ya kecup kening adik,love,positif,0
halo dan maaf baru bisa bikin threadnya tt bow happy mensive yang ke aku sayang kalian terima kasih nde kalian sudah mau nampung arin yang absurd aneh dan tidak jelas ini tt kamu all are my famili in this fake world kamu are sok precious to me,love,positif,0
pagi selalu ajar kita bahwa ada harap di tiap langkah hidup,happy,positif,0
akan ada satu hari kamu yang ikhlas di hujat fitnah adu domba lang ringan di hari hitung karena hukum di terima di dunia dengan semua ikhlas terima jahat mereka pada dan urus mereka biar allah yang tangan saja,happy,positif,0
armyyyyyy aku mau bilang aku sayang kalian huhu sayang bts jugaaaaa,love,positif,0
siapa bilang pilih kepala daerah tidak panas ini bukti ada yang marahmarah karena batal jadi calon gubernur jawa timur,anger,negatif,1
moga pada selamat ya anakanak itu saya pernah ke aku pindul rasa cekik padahal aku itu besar banget tidak bayang di aku sempit itu bagaimana rasa,sadness,netral,0
sahabat itu tidak perlu filosopi tidak milik nilai dalam hidup akan tetapi itu yang beri nilai untuk langsung hidup happy friendship day,happy,positif,0
akhir ku putar itu thamrin sampai pening kok ini saya melihatlihat dan yu kno buat banyak banget dong baju kemeja koko bomber jacket kaos cakap banget buat berondong dan mantan saya,happy,positif,0
tempat sandar dan lebih banyak diam diam dalam arti lupa sementara semua hiruk piruk yang ada seperti kerja dan macet dan tempat temu senyum ikhlas yang tidak akan kamu dapat di tempat mana pun,happy,positif,0
cium dulu sayang,love,positif,0
itu sesat banget yang harus kamu ajar bagai macam teori tentang sosial di sini kamu kasih bagai macam angka dan rumus yang bikin tidak nyaman dan jatuh bahkan jadi orang paling tinggal di kelas,sadness,netral,0
rasa takut akan mati adalah yang paling benar dari semua takut karena tidak ada risiko celaka bagi orang yang sudah mati,fear,negatif,0
aku adalah orang yang datang dalam hidup ibu karena puruk aku datang dengan banyak tanya hidup yang tidak tidak bisa jawab sendiri dan semua jawab aku dapat dari ibu dia hadir disaan semua jauh dan tinggal kusendri dia jawab dari semua tanya di hidup,happy,positif,0
bau nya tidak amis dan masih bersih kalau belanja di tapi dapat ikan atau cuma miscall yang masih baru dan besar terus harga bisa tawar kalau ketemu nelayan bisa beli ikan selain di pasr ikan yang harga jauuhh lebih murah,happy,positif,0
lagi obrol sama kiya adik doa mamah ya adik supaya bisa bla bla bla adik kiya bantu doa ya manggutmanggut senyum tulus banget muka meski tidak erti apa yang maksud tapi tiap bilang doa ya adik dia pasti senyum sambil peluk,happy,positif,0
jujur masih sedih itu tidak bisa turut ambisi yang lama ini dipengenin tapi memang harus ajar ikhlas rida benarbenar serah semua ke tuhan harus legowo,sadness,netral,0
indah jatuh cinta itu saat orang yang kita suka waktu kita jenguk dia sambil senyum dia juga senyum balik kat kita,love,positif,0
muka minder sabar iya semeton saya juga ingin punya istri kok,sadness,netral,0
sayang apa sayang banget banget banget sampai susah buat ngungkapinnya dan sayang itu beda banget tidak kayak fan ke idol tapi kayak ke saudara sendiri kayak ke adik sendiri kayak ke anak sendiri juga dan rela banget buat,love,positif,0
sudah aku saja ci tertawa enggak lah enak saja kamu,anger,negatif,1
saya tidak perlu jadi siapasiapa tidak perlu jadi siapasiapa tidak perlu jadi apaapa saya cukup happy saya cukup lega dan bangga meski saya hanya jadi butir debu yang tempel di tiang bendera nu yang tidak sempat usap sampai kiamat kh munif zuhri nahdlatul ulama,sadness,netral,0
selamat malam moga hari ini bisa jadi ajar sehingga besok kita tidak laku salah lagi tetap semangat karena tuhan sayang kita,happy,positif,0
dia ini manusia yang tiba tiba nyita perhati gara aku kira dia orang kalem nyata allahu bobrok banget tapi tambah bobrok tambah cinta huhu budak cinta banget sori,love,positif,0
kok saya yang pilih sih takut malu universitas walaupun kampus diri dari orang dan tidak sendiri tapi kan ini lawan mahasiswa seluruh indonesia ya kali bor,fear,negatif,0
dear pak pak ini benar ta tidak ada libur telah hari raya pak masa tanggal merah hari saja pak baru pulang sholattakbiran masa langsung rantau lagi pak,sadness,netral,0
percayalahsetiap ada cobaanpasti di balik itu semua ada hikmahnyadan uji berapa jauh kita usaha jalan,happy,positif,0
cinta yang baik juga harus bisa buat jadi lebih baik dari belum bila cinta buat hidup lebih buruk maka jangan takut untuk lepas pergi,love,positif,0
telah laku janji sebut kelvin lepas jari kelingking dan kembali erat peluk pada tubuh daniel aku sayang kamu niel,love,positif,0
trauma sakit almarhum kakak saya masih sangat besar di saya paling tidak bisa lihat ada orang yang sakit di sekitar saya apalagi orang dekat saya rasa mau ledak,fear,negatif,0
gaya presiden jokowi dalam blusuk adalah datang masyarakat tanya dengar dan diskus sambil tidak lupa salam masyarakat yang jumpa jokowi sekali lagi,happy,positif,0
tamak sedikit gerak kepala sampai bibir dapat sentuh bagi dari atas kepala haruhi ia kecup kening sang kasih kalau begitu aku puluh kali lebih rindu bisik tamak,love,positif,0
ira knightleeeeeyy biasa saya tidak suka cowok yang diam sok keren begitu tapi entah kenapa gerak gerik mr darcy ini kok bikin geli geli begitu ya haha,love,positif,0
icip belah sate gang lele yang mahal tapi rasa biasa saja itu bakmi gang lele,sadness,netral,0
wah bagus deh itu yang mau duet juga yang sudah legend ngomong-ngomong mereka ada bicara mau dueg itu mana dan kapan iya sihcuma takut suara dia jadi rusakberubah begitu karena salah teknik,fear,negatif,0
wah iya banget ini mas saya di tempat kerja sering banget dapat hal tidak ngenakin mereka cowok nganggepnya canda yang cewek nganggepnya saya yang salah kenapa begini kenapa begitu,sadness,netral,0
dan lebih tenang lebih berani tahan bola akhir lfc punya direct message padan dengan fernandinhonya city matic nya kamu kantenya chelsea siap saing sudah ini musim depan,happy,positif,0
ada mana kita selalu tertawa mana selalu cubit cubit online dan mana aku benar rasa sayang sama cara utuh walaupun aku tidak bisa sentuh kamu tapi nyata paruh aku ingin banget beri ini,love,positif,0
dear apakah tidak ada sistem yang deteksi untuk baharu ubah harga ongkos kirim sudah tahun ini nombok terus tiap kirim paket gara ongkos kirim tidak sesuai,anger,negatif,1
